id,company,role,location,industry,required_skills,duration_months,stipend
INT1342,HDFC Bank,Supply Chain Analyst,City_211,KPO,"['CAD', 'Critical Thinking', 'Node.js', 'Machine Learning', '3D Printing']",3,22221
INT1343,Tech Mahindra,Cybersecurity Analyst,City_303,Cybersecurity,"['Industrial Safety', 'Angular', 'Logistics', 'MS Word', 'Linux', 'Medical Coding']",3,8729
INT1344,Maruti Suzuki,UI/UX Designer,City_330,Finance,"['Express', 'L&D', 'Teamwork', 'Finance', 'Networking']",12,10627
INT1345,Infosys,Content Writer,City_114,Industry_003,"['Talent Acquisition', 'R', 'Product Management']",3,20407
INT1346,Bajaj,Full Stack Developer,City_270,Environmental Services,"['SCADA', 'NoSQL', 'Rural Outreach', 'CSS']",6,24728
INT1347,Tech Mahindra,Data Analyst,City_125,Roads & Highways,"['Arduino', 'Auditing', 'Risk Assessment']",6,17175
INT1348,L&T,Technical Support,City_171,Aviation,"['HubSpot', 'Nursing Assistance', 'Talent Acquisition']",3,24585
INT1349,Cognizant,Operations Associate,City_281,Industry_012,"['CI/CD', 'Communication']",6,12137
INT1350,Bajaj,QA Engineer,Maheshtala,Tourism,"['Community Mobilization', 'HubSpot', 'Excel', 'Employee Engagement']",6,7285
INT1351,Tech Mahindra,Supply Chain Analyst,Mysuru,Water & Sanitation,"['Spring', 'Masonry', 'KYC', 'Jira', 'Teamwork', 'Talent Acquisition']",3,8483
INT1352,Tech Mahindra,Cybersecurity Analyst,Shimoga,Industry_005,"['Warehouse Operations', 'NoSQL', 'SPSS']",12,22760
INT1353,Reliance,Product Manager,City_293,Gaming,"['Auditing', 'Confluence', 'Computer Vision', 'ISO 27001']",12,23181
INT1354,HDFC Bank,Marketing Associate,City_120,Automotive,"['Supply Chain', 'Figma', 'Community Mobilization', 'Angular']",12,12941
INT1355,TCS,Mobile App Developer,City_241,Gaming,"['Customer Service', 'UAV Operation', 'Claims Processing', 'Salesforce', 'Community Mobilization']",12,6511
INT1356,Aditya Birla,Operations Associate,City_220,Industry_004,"['Taxation', 'SharePoint', 'SCADA', 'MS PowerPoint']",6,9443
INT1357,Aditya Birla,Project Manager,Visakhapatnam,Startups & Incubation,"['Raspberry Pi', 'GitLab', 'EHR Systems', 'Excel', 'JMeter', 'Communication']",12,11166
INT1358,ICICI Bank,QA Engineer,Hubli–Dharwad,Horticulture,"['Time Management', 'Flask', 'Spring', 'Vulnerability Assessment', 'Figma']",12,20416
INT1359,HCL,Data Engineer,City_220,Leather,"['ISO 9001', 'Nursing Assistance']",3,8965
INT1360,Mahindra,Automation Tester,City_116,Industry_005,"['C++', 'Telemedicine Support', 'Bash', 'Branding']",3,10624
INT1361,Aditya Birla,Cloud Engineer,City_139,Automotive,"['Basic Computer Skills', 'ServiceNow', 'POS Systems', 'Graphic Design', 'Django', 'HR']",12,13048
INT1362,Wipro,Network Engineer,City_121,Handicrafts,"['Branding', 'C', 'NLP', 'Data Entry']",3,15158
INT1363,HDFC Bank,Project Manager,Patiala,AgriTech,"['Business Analysis', 'CI/CD', 'HACCP', 'Rust', 'Docker', 'Nursing Assistance']",6,13016
INT1364,Maruti Suzuki,Content Strategist,City_189,Technology,"['Branding', 'Employee Engagement', 'HR', 'Finance', 'EHR Systems', 'Deep Learning']",3,21867
INT1365,Reliance,Automation Tester,Allahabad,Climate & Sustainability,"['Requirements Gathering', 'C++', 'Embedded Systems', 'PLC', 'Digital Marketing']",3,15122
INT1366,Mahindra,Digital Marketer,Bhiwani,Marketing Services,"['Welding', 'Telemedicine Support', 'Flask', 'Cybersecurity', 'Six Sigma', 'NoSQL']",6,15192
INT1367,Tech Mahindra,QA Engineer,Nellore,Food Processing,"['Deep Learning', 'Pharmacy Assistance', 'Painting', 'Carpentry']",3,21664
INT1368,Cognizant,Content Strategist,Kakinada,Metals,"['Food Safety', 'PowerApps']",3,5890
INT1369,Aditya Birla,UI/UX Designer,City_163,Metals,"['VLSI Basics', 'Technical Writing', 'Bash', 'Risk Assessment']",12,24452
INT1370,Wipro,Data Analyst,City_325,Logistics,"['ISO 9001', 'Bookkeeping', 'Retail Operations']",6,19181
INT1371,Bajaj,Automation Tester,City_217,Gaming,"['Community Mobilization', 'Linux', 'CNC']",6,12658
INT1372,HCL,Recruiter,City_197,Agriculture,"['Scrum', 'Deep Learning', 'Flask', 'Plumbing', 'Typing', 'Power Automate']",3,24950
INT1373,Aditya Birla,Software Developer,City_319,Public Sector,"['STATA', 'Marketing', 'Surveying', 'Masonry']",3,14635
INT1374,TCS,Content Writer,City_218,Industry_001,"['Adaptability', 'AML', 'Networking']",6,18438
INT1375,HCL,UI/UX Designer,City_154,Industry_001,"['MS PowerPoint', 'Raspberry Pi', 'Graphic Design', 'Accessibility', 'Jira', 'ISO 27001']",6,17154
INT1376,Infosys,Growth Marketer,City_270,Mining,"['Embedded Systems', 'Jira', 'Insurance Underwriting', 'NoSQL', 'Critical Thinking']",6,16861
INT1377,Maruti Suzuki,Business Analyst,Sambalpur,GovTech,"['Store Management', 'CAD', 'GitLab']",6,9376
INT1378,L&T,Marketing Associate,City_176,Healthcare,"['Technical Writing', 'Vulnerability Assessment', 'HubSpot', 'TypeScript', 'PLC']",6,10344
INT1379,Maruti Suzuki,Full Stack Developer,City_287,Analytics,"['Carpentry', 'Tally', 'IoT', 'Business Analysis', 'ISO 9001', 'Masonry']",3,13150
INT1380,Bajaj,Copywriter,City_310,Handloom,"['Field Sales', 'ISO 27001', 'Inside Sales', 'Arduino']",3,20411
INT1381,Reliance,Marketing Associate,Faridabad,FinTech,"['SPSS', 'AutoCAD', 'Customer Service', 'SIEM', 'Java']",3,24395
INT1382,Maruti Suzuki,Operations Associate,City_175,HealthTech,"['AutoCAD', 'Time Management', 'Selenium']",3,14003
INT1383,HDFC Bank,Network Engineer,City_313,Cybersecurity,"['Food Safety', 'GST', 'Creativity', 'Labor Laws', 'Compliance']",6,24301
INT1384,L&T,Supply Chain Analyst,City_297,FinTech,"['JavaScript', 'Cold Chain', 'EHR Systems', 'Excel', 'JMeter']",12,5729
INT1385,Tech Mahindra,Full Stack Developer,City_222,Sports,"['Data Engineering', 'Confluence']",12,19428
INT1386,Cognizant,Data Scientist,Madurai,Manufacturing,"['Basic Computer Skills', 'Confluence', 'Zoho']",12,19681
INT1387,Infosys,Marketing Associate,City_201,Railways,"['Talent Acquisition', 'Compliance', 'Store Management', 'Field Sales']",3,16098
INT1388,Infosys,Recruiter,City_259,Handloom,"['Pharmacy Assistance', 'NLP']",6,21102
INT1389,Aditya Birla,Business Analyst,City_134,CSR,"['Vulnerability Assessment', 'Digital Marketing', 'Nursing Assistance']",3,17056
INT1390,Bajaj,Mobile App Developer,City_328,Handicrafts,"['Creativity', 'Field Sales', 'JavaScript', 'Marketing', 'Inside Sales', 'Field Survey']",3,15981
INT1391,Maruti Suzuki,Copywriter,City_210,Industry_005,"['ServiceNow', 'Graphic Design', 'Presentation', 'HubSpot', 'Email Marketing', 'CSS']",3,13660
INT1392,Cognizant,Cloud Engineer,City_288,Handicrafts,"['Lean', 'EHR Systems']",12,24261
INT1393,Wipro,Mobile App Developer,City_170,Leather,"['Copywriting', 'SQL']",3,15827
INT1394,TCS,Full Stack Developer,City_350,Non-Profit,"['Inside Sales', 'Telemedicine Support', 'Public Speaking', 'L&D', 'AML', 'GitHub']",6,14858
INT1395,L&T,Customer Support,Coimbatore,Research,"['Field Survey', 'Rural Outreach', 'Agile', 'Creativity', 'GIS']",6,23775
INT1396,HCL,Technical Support,City_209,Startups & Incubation,"['HACCP', 'Operations']",3,15586
INT1397,L&T,Digital Marketer,City_114,Healthcare,"['TypeScript', 'CSR Implementation']",3,9630
INT1398,Mahindra,Recruiter,City_296,Mining,"['CRM', 'Data Engineering', 'Embedded Systems', 'Remote Sensing', 'ISO 27001', 'Python']",6,21505
INT1399,Tech Mahindra,Digital Marketer,Gaya,Industry_005,"['JMeter', 'Finance', 'Basic Computer Skills', 'GST', 'Field Survey']",6,6598
INT1400,Cognizant,UI/UX Designer,City_199,Water & Sanitation,"['GCP', 'Angular', 'Cybersecurity', 'Risk Assessment', 'Payroll']",3,13314
INT1401,HDFC Bank,Automation Tester,City_145,KPO,"['Confluence', 'Warehouse Operations', 'Time Management', 'PowerApps', 'Arduino', 'GST']",12,13015
INT1402,HCL,ML Engineer,City_276,Energy,"['Penetration Testing', 'Adobe XD', 'Financial Modeling']",6,18817
INT1403,Infosys,Financial Analyst,Rajkot,Leather,"['SPSS', 'Manual Testing', 'Social Media']",6,16708
INT1404,Mahindra,Finance Intern,City_220,Logistics,"['Cloud', 'Supply Chain', 'Project Management', 'Logistics', 'Quality Assurance']",12,15261
INT1405,Tata Steel,Data Analyst,City_261,Advertising,"['Raspberry Pi', 'Public Speaking', 'Teamwork', 'Documentation', 'Power Automate', 'CSR Implementation']",6,13933
INT1406,Aditya Birla,Business Analyst,City_333,Non-Profit,"['Problem Solving', 'Retail Operations', 'CRM', 'AWS']",12,16604
INT1407,Tech Mahindra,UI/UX Designer,City_229,Industry_010,"['SharePoint', 'Scrum', 'Rust', 'Microfinance', 'Power Automate']",3,20604
INT1408,Reliance,Finance Intern,City_215,Startups & Incubation,"['Digital Marketing', 'Go', 'Documentation', 'DevOps', 'TypeScript']",6,18803
INT1409,Mahindra,Digital Marketer,Madurai,CleanTech,"['Quality Assurance', 'Finance', 'SIEM', 'Copywriting', 'Machine Learning', 'Express']",6,20439
INT1410,Maruti Suzuki,UI/UX Designer,City_334,Industry_014,"['Django', 'Carpentry', 'Electrical Wiring']",3,6059
INT1411,Aditya Birla,Cybersecurity Analyst,Meerut,Food & Beverage,"['KYC', 'SQL', 'Zoho', 'Cold Chain']",6,18055
INT1412,ICICI Bank,Network Engineer,City_260,Real Estate,"['AML', 'SEM', 'POS Systems']",6,16252
INT1413,HCL,HR Assistant,City_171,Cloud Services,"['Investment Research', 'Project Management', 'HubSpot', 'Bash', 'SIEM']",12,9264
INT1414,Reliance,Copywriter,Visakhapatnam,Research,"['NoSQL', 'Confluence']",6,5947
INT1415,Tech Mahindra,Operations Associate,Jodhpur,Telecommunications,"['Claims Processing', 'Project Management']",6,24166
INT1416,Maruti Suzuki,Automation Tester,City_186,Horticulture,"['Data Analysis', 'Arduino']",12,24590
INT1417,L&T,Operations Associate,City_303,Industry_009,"['Google Analytics', 'Data Analysis', 'Machine Learning', 'AutoCAD', 'Statistics']",12,15429
INT1418,L&T,UI/UX Designer,City_230,HealthTech,"['L&D', 'Express', 'Email Marketing', 'Store Management', 'Branding']",6,19702
INT1419,Reliance,Data Engineer,Hubli–Dharwad,Public Health,"['Time Management', 'Presentation', 'HACCP', 'Python', 'Marketing']",12,20124
INT1420,Tata Steel,Operations Associate,City_211,Poultry,"['AutoCAD', 'GCP', 'Laboratory Technician', 'VLSI Basics', 'JavaScript']",12,17218
INT1421,Tata Steel,DevOps Engineer,City_189,Poultry,"['Arduino', 'Electrical Wiring', 'Tally', 'JavaScript']",12,7221
INT1422,HDFC Bank,Cybersecurity Analyst,Bokaro,Industry_004,"['Nursing Assistance', 'Design Systems', 'Python']",12,10913
INT1423,Bajaj,Cybersecurity Analyst,Siliguri,Ports & Shipping,"['SEO', 'JavaScript', 'Google Analytics', 'Marketing', 'Communication']",12,12928
INT1424,Bajaj,Recruiter,City_217,Logistics,"['Spring', 'Scrum', 'Vue']",6,7203
INT1425,HCL,Mobile App Developer,Chandigarh,Rural Development,"['GST', 'SQL', 'Branding', 'Presentation', 'Automation Testing']",3,11986
INT1426,L&T,Operations Associate,Solapur,Insurance,"['Insurance Underwriting', 'KYC', 'Problem Solving', 'Salesforce', 'Linux']",6,19916
INT1427,HDFC Bank,Full Stack Developer,City_155,Defense,"['Networking', 'Field Sales']",12,13600
INT1428,HDFC Bank,ML Engineer,Jaipur,Industry_010,"['POS Systems', 'Canva', 'Power Automate']",12,20756
INT1429,Aditya Birla,Product Manager,City_183,Transportation,"['Risk Assessment', 'Packaging', 'EHR Systems', 'Rural Outreach', 'Cold Chain', 'HR']",6,21282
INT1430,Mahindra,Business Analyst,Bareilly,BPO/ITES,"['Vulnerability Assessment', 'Investment Research']",3,21563
INT1431,Aditya Birla,UI/UX Designer,Kolkata,Tourism,"['Adaptability', 'Tally', 'Penetration Testing', 'Technical Writing']",6,15429
INT1432,L&T,Content Strategist,Jodhpur,Renewable Energy,"['Carpentry', 'Basic Computer Skills', 'Community Mobilization']",12,16949
INT1433,Aditya Birla,Cloud Engineer,Bhiwandi,Metro Rail,"['Raspberry Pi', 'Field Sales', 'HubSpot', 'Carpentry', 'Welding', 'Vue']",12,22121
INT1434,HDFC Bank,Cybersecurity Analyst,City_347,Energy,"['SolidWorks', 'GST', 'Lead Generation']",6,22000
INT1435,Tech Mahindra,Mobile App Developer,Salem,Mining,"['Customer Relationship', 'Field Survey', 'Welding', 'GitLab', 'Figma']",12,11734
INT1436,Tech Mahindra,ML Engineer,City_301,Shared Services,"['MS Excel', 'Social Work', '3D Printing', 'Deep Learning']",12,6345
INT1437,Tata Steel,Data Analyst,Sonipat,Rural Development,"['Confluence', 'Operations']",3,13490
INT1438,Wipro,Cybersecurity Analyst,City_311,Logistics,"['Docker', 'Statistics', 'Phlebotomy', 'IoT']",6,23816
INT1439,Mahindra,Network Engineer,City_124,Industry_012,"['Electrical Wiring', 'Claims Processing']",3,10681
INT1440,Infosys,HR Assistant,City_161,Real Estate,"['Cybersecurity', 'Content Writing', 'Deep Learning', 'Machine Learning', 'Merchandising']",6,7887
INT1441,HCL,Product Manager,Raipur,Environmental Services,"['Taxation', 'Penetration Testing', 'Angular', 'Flask']",6,12322
INT1442,TCS,UI/UX Designer,Dhanbad,CleanTech,"['C++', 'Automation Testing', 'Employee Engagement', 'MS Excel']",3,8270
INT1443,Cognizant,Data Analyst,City_316,Industry_009,"['Taxation', 'VLSI Basics', 'AutoCAD', 'Social Media', 'UAV Operation']",6,15478
INT1444,Mahindra,Copywriter,City_222,Non-Profit,"['Field Sales', 'Social Media', 'R', 'Power Automate']",12,11021
INT1445,Bajaj,Operations Associate,Mysore,Tourism,"['VLSI Basics', 'Arduino', 'Technical Writing', 'HubSpot', 'CI/CD']",3,18663
INT1446,HDFC Bank,Automation Tester,Raipur,Marketing Services,"['TypeScript', 'Talent Acquisition']",3,17531
INT1447,Aditya Birla,Content Writer,City_316,Agriculture,"['Django', 'Microfinance']",12,22250
INT1448,Aditya Birla,DevOps Engineer,Kozhikode,Event Management,"['Cloud', 'KYC', 'SPSS', 'Warehouse Operations']",12,9633
INT1449,Reliance,Content Strategist,City_258,Defense,"['Pharmacy Assistance', 'Data Engineering', 'Painting']",6,16660
INT1450,Cognizant,QA Engineer,City_206,E-commerce,"['Welding', 'CNC', 'PowerApps', 'Bookkeeping', 'GCP']",3,22336
INT1451,HCL,QA Engineer,City_139,Ports & Shipping,"['Laboratory Technician', 'Machine Learning', 'AML', 'Python', 'C++', 'Customer Relationship']",12,12549
INT1452,Wipro,Automation Tester,City_325,Analytics,"['Teamwork', 'MATLAB', 'Field Survey', 'SolidWorks']",12,19937
INT1453,TCS,Cybersecurity Analyst,Hisar,Construction,"['Rust', 'CSS', 'GIS']",12,20181
INT1454,Cognizant,Full Stack Developer,City_137,Startups & Incubation,"['VLSI Basics', 'Teamwork', 'Claims Processing', 'STATA']",6,11270
INT1455,L&T,Finance Intern,Guntur,Tourism,"['Finance', 'Machine Learning', 'Content Writing', 'CRM', 'Powershell', 'Cashier']",3,15852
INT1456,Aditya Birla,HR Assistant,City_329,Healthcare,"['Masonry', 'Creativity', 'Inventory Management']",3,17455
INT1457,TCS,Business Analyst,City_283,Manufacturing,"['ServiceNow', 'Bash', 'Documentation']",3,18713
INT1458,Maruti Suzuki,Digital Marketer,City_154,Railways,"['Automation Testing', 'Inventory Management', 'Nursing Assistance', 'IoT']",6,6365
INT1459,Tata Steel,Operations Associate,Kanpur,Insurance,"['Painting', 'Problem Solving']",12,24150
INT1460,L&T,Marketing Associate,City_224,Dairy,"['Vulnerability Assessment', 'NoSQL', 'NLP', 'Supply Chain']",6,16613
INT1461,Reliance,Customer Support,Nellore,Shared Services,"['CAD', 'Public Speaking', 'MS Word', 'Time Management', 'Quality Assurance', 'Store Management']",6,16389
INT1462,Reliance,Cybersecurity Analyst,City_315,Marketing Services,"['Node.js', 'Vulnerability Assessment', 'Supply Chain']",12,6719
INT1463,Reliance,QA Engineer,Noida,Hospitality,"['TypeScript', 'Machine Learning', 'Computer Vision', 'Store Management', 'Cybersecurity', 'CATIA']",6,5298
INT1464,Cognizant,Project Manager,City_247,Entertainment,"['Food Safety', 'Microfinance', 'Manual Testing', 'Data Analysis']",12,5505
INT1465,HCL,HR Assistant,Jaipur,BPO/ITES,"['SPSS', 'Field Survey', 'POS Systems', 'Store Management']",6,22073
INT1466,Bajaj,Customer Support,City_166,Industry_008,"['CAD', 'Git', 'Cashier']",12,14497
INT1467,HDFC Bank,Data Scientist,City_302,Industry_006,"['Confluence', 'JMeter']",12,6565
INT1468,ICICI Bank,Product Manager,City_158,Textiles,"['CAD', 'Product Management', 'Electrical Wiring']",6,8046
INT1469,Tata Steel,Copywriter,City_243,KPO,"['CAM', 'Lead Generation']",12,12243
INT1470,Wipro,Automation Tester,City_202,Ports & Shipping,"['CATIA', 'Jira']",12,21943
INT1471,Reliance,Content Strategist,City_321,Disaster Management,"['Lead Generation', 'Bookkeeping', 'Phlebotomy', 'UAV Operation', 'DevOps']",12,10465
INT1472,ICICI Bank,Technical Support,City_340,Beauty & Wellness,"['UAV Operation', 'Powershell', 'Docker', 'Basic Computer Skills', 'Linux', 'Cashier']",12,5052
INT1473,Maruti Suzuki,Technical Support,Salem,Disaster Management,"['CI/CD', 'Project Management', 'Tally']",3,6367
INT1474,Reliance,Mobile App Developer,City_262,Public Health,"['L&D', 'MS PowerPoint', 'Store Management', 'Copywriting']",12,18841
INT1475,Mahindra,Data Engineer,City_210,Analytics,"['Problem Solving', 'JavaScript', 'Embedded Systems', 'Inventory Management', 'Marketing']",6,23076
INT1476,HCL,Financial Analyst,City_138,Industry_008,"['PLC', 'Field Sales', '5S', 'CRM']",3,7600
INT1477,HCL,Digital Marketer,City_326,Courier,"['ISO 9001', 'Inside Sales']",6,15805
INT1478,Bajaj,QA Engineer,Kozhikode,Aviation,"['Public Speaking', 'Requirements Gathering', 'MS PowerPoint', 'Laboratory Technician', 'JMeter', 'Machine Learning']",12,7109
INT1479,Tata Steel,QA Engineer,City_150,Disaster Management,"['Pharmacy Assistance', 'Docker', 'L&D', 'Quality Assurance', 'Inside Sales']",3,8860
INT1480,Maruti Suzuki,Supply Chain Analyst,City_317,Ports & Shipping,"['Jira', 'CRM', 'Canva', 'Technical Writing', 'Embedded Systems']",6,16652
INT1481,Maruti Suzuki,Marketing Associate,Coimbatore,Industry_013,"['PowerApps', 'Wind Turbine Basics', 'Labor Laws', 'Email Marketing']",3,18215
INT1482,Mahindra,HR Assistant,City_307,Handloom,"['POS Systems', 'C++', 'React']",12,11768
INT1483,ICICI Bank,Network Engineer,City_259,Warehousing,"['Power BI', 'Procurement']",3,6233
INT1484,Infosys,Technical Support,City_168,Food & Beverage,"['Remote Sensing', 'Solar Installation', 'CI/CD', 'GitHub', 'Marketing']",3,9137
INT1485,L&T,Project Manager,City_278,Industry_010,"['Branding', 'CSR Implementation', 'UAV Operation']",12,10485
INT1486,Mahindra,Content Writer,City_211,MSME,"['CNC', 'Plumbing']",12,13324
INT1487,Reliance,QA Engineer,Kalyan,Transportation,"['SQL', 'Requirements Gathering', 'C++', 'Zoho', 'Vulnerability Assessment', 'Penetration Testing']",6,23138
INT1488,TCS,Data Scientist,City_171,Shared Services,"['Risk Assessment', 'Product Management', 'Tally', 'Zoho', 'Basic Computer Skills']",6,18115
INT1489,Tata Steel,Financial Analyst,Jalandhar,Renewable Energy,"['Confluence', 'Business Analysis', 'Recruitment', 'JavaScript']",6,13029
INT1490,Bajaj,DevOps Engineer,City_202,Education,"['Labor Laws', 'Presentation', 'Technical Writing', 'Risk Assessment', 'Warehouse Operations', 'Painting']",12,9514
INT1491,Mahindra,DevOps Engineer,Rajkot,Research,"['Risk Assessment', 'Vulnerability Assessment', 'Procurement', 'Medical Coding']",6,23788
INT1492,Infosys,ML Engineer,City_307,Industry_003,"['Laboratory Technician', 'MS Word', 'Finance']",6,19563
INT1493,Tata Steel,QA Engineer,City_350,Real Estate,"['Investment Research', 'Claims Processing', 'HTML', 'Git', 'Data Engineering', 'Auditing']",6,12127
INT1494,L&T,Product Manager,Lucknow,Industry_001,"['Selenium', 'HubSpot', 'Sales', 'AutoCAD', 'AWS']",3,10200
INT1495,Reliance,Cloud Engineer,City_214,FinTech,"['IoT', 'Financial Modeling', 'Procurement']",6,21777
INT1496,HDFC Bank,Business Analyst,City_203,Technology,"['CAD', 'Embedded Systems', 'Community Mobilization', 'TypeScript', 'Communication']",6,7693
INT1497,Aditya Birla,Customer Support,City_289,Industry_004,"['Computer Vision', 'IoT', 'Critical Thinking', 'Flask', 'Selenium', 'Communication']",6,17134
INT1498,Infosys,DevOps Engineer,City_294,Industry_001,"['Copywriting', 'NLP', 'Zoho', 'Branding']",12,10413
